Row.names	log2FoldChange	logCPM	F	pvalue	padj	external_gene_name	description
ENSMUSG00000000605	-0.167911472095647	7.92615415588969	26.1394438128317	4.3401092596979e-07	2.12019354803595e-06	Clcn4	chloride channel, voltage-sensitive 4 [Source:MGI Symbol;Acc:MGI:104571]
ENSMUSG00000000627	-0.163734562179732	1.16364528136058	0.619157594555338	0.431686757239228	0.573856501316245	Sema4f	sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain [Source:MGI Symbol;Acc:MGI:1340055]
ENSMUSG00000000628	-0.135633955688045	7.76404191381788	16.1087465077521	6.77748281635049e-05	0.000253724038324173	Hk2	hexokinase 2 [Source:MGI Symbol;Acc:MGI:1315197]
ENSMUSG00000000693	-0.912970606269312	4.50203083403256	151.360540637085	5.05047383794133e-31	1.14970550903439e-29	Loxl3	lysyl oxidase-like 3 [Source:MGI Symbol;Acc:MGI:1337004]
ENSMUSG00000000811	0.144034078974664	6.02958675327897	8.40489251504727	0.00388588941230831	0.0112431411135331	Txnrd3	thioredoxin reductase 3 [Source:MGI Symbol;Acc:MGI:2386711]
ENSMUSG00000000817	0.237117548342722	-1.05447628302172	0.213971973834522	0.64384797576589	0.756177269583927	Fasl	Fas ligand (TNF superfamily, member 6) [Source:MGI Symbol;Acc:MGI:99255]
ENSMUSG00000000915	0.0761238880171566	6.4688874035543	2.87705617344494	0.0903948667111186	0.182326877635404	Hip1r	huntingtin interacting protein 1 related [Source:MGI Symbol;Acc:MGI:1352504]
ENSMUSG00000000916	-0.217909550195467	5.99333120102352	18.6348945235835	1.86593788316599e-05	7.44722906026286e-05	Nsun5	NOL1/NOP2/Sun domain family, member 5 [Source:MGI Symbol;Acc:MGI:2140844]
ENSMUSG00000000938	-0.836619985625786	5.67958385417522	232.751135012782	2.47765826622927e-44	8.81655133577691e-43	Hoxa10	homeobox A10 [Source:MGI Symbol;Acc:MGI:96171]
ENSMUSG00000000942	-0.204843626450198	4.40316100569309	7.5731591233123	0.00611250072260909	0.0169928525434046	Hoxa4	homeobox A4 [Source:MGI Symbol;Acc:MGI:96176]
ENSMUSG00000000948	0.0883264796271214	7.4600823122524	6.17282051555541	0.0132580437981811	0.0340568518691118	Gm38393	predicted gene, 38393 [Source:MGI Symbol;Acc:MGI:5613898]
ENSMUSG00000001082	0.627125926952495	4.40786717859766	71.4154143623687	2.4110583149223e-16	2.4586976270271e-15	Mfsd10	major facilitator superfamily domain containing 10 [Source:MGI Symbol;Acc:MGI:1915544]
ENSMUSG00000001098	-0.0470954935273224	8.5597921753096	2.36336612134975	0.124767485040511	0.23842650264525	Kctd10	potassium channel tetramerisation domain containing 10 [Source:MGI Symbol;Acc:MGI:2141207]
ENSMUSG00000001138	-0.247901100263856	7.46972933516536	48.2137788060995	1.04248419126203e-11	7.57874797540061e-11	Cnnm3	cyclin M3 [Source:MGI Symbol;Acc:MGI:2151055]
ENSMUSG00000001143	0.145329393840241	7.53359591461893	17.200649385063	3.87423098920956e-05	0.000149507281495695	Lman2l	lectin, mannose-binding 2-like [Source:MGI Symbol;Acc:MGI:2443010]
ENSMUSG00000001156	0.26854554793376	6.13296121643061	30.5015411974929	5.07122313898512e-08	2.73854150500626e-07	Mxd1	MAX dimerization protein 1 [Source:MGI Symbol;Acc:MGI:96908]
ENSMUSG00000001157	0.0232802041793486	6.29641628573578	0.245551211252517	0.620415707458473	0.738751426228731	Gmcl1	germ cell-less, spermatogenesis associated 1 [Source:MGI Symbol;Acc:MGI:1345156]
ENSMUSG00000001158	-0.124315285917028	6.93571393522861	9.44367717290823	0.00221978019181424	0.006696980757187	Snrnp27	small nuclear ribonucleoprotein 27 (U4/U6.U5) [Source:MGI Symbol;Acc:MGI:1913868]
ENSMUSG00000001166	0.393053131367059	-1.89711140847009	0.244478715050385	0.621179954534424	0.739270845380609	Oas1c	2'-5' oligoadenylate synthetase 1C [Source:MGI Symbol;Acc:MGI:2149633]
ENSMUSG00000001247	-0.412288626799467	-2.11119181951143	0.201650129515108	0.65356246830232	0.764912643352998	Lsr	lipolysis stimulated lipoprotein receptor [Source:MGI Symbol;Acc:MGI:1927471]
ENSMUSG00000001248	0.494097386424072	8.26520152646333	248.552592340433	9.32628090855632e-47	3.60314201272853e-45	Gramd1a	GRAM domain containing 1A [Source:MGI Symbol;Acc:MGI:105490]
ENSMUSG00000001249	0.338928575039038	-0.185098739259516	0.953673034248967	0.329199404184047	0.483598609404059	Hpn	hepsin [Source:MGI Symbol;Acc:MGI:1196620]
ENSMUSG00000001260	0.582889672565532	6.87733390967137	207.201778978346	2.61898222204668e-40	8.23578548988726e-39	Gabrg1	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1 [Source:MGI Symbol;Acc:MGI:103156]
ENSMUSG00000001305	-0.302263761536309	7.44303197725913	70.8801977937836	3.06879950912404e-16	3.10136823336138e-15	Rrp15	ribosomal RNA processing 15 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914473]
ENSMUSG00000001376	-0.439251986931435	7.55025156745244	156.382366098765	6.89802881674701e-32	1.64797077137903e-30	Vps50	VPS50 EARP/GARPII complex subunit [Source:MGI Symbol;Acc:MGI:1920538]
ENSMUSG00000001379	0.0838199228488189	5.97606567514396	2.77886196078595	0.0960640313003532	0.192042849089795	NA	NA
ENSMUSG00000001380	-0.368439309567454	8.11837538451879	133.208233822504	7.60623581106264e-28	1.46930743767413e-26	Hars	histidyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:108087]
ENSMUSG00000001383	-0.0741601454197628	8.53554236745601	5.70953508314487	0.0171962729463631	0.0428901949771129	Zmat2	zinc finger, matrin type 2 [Source:MGI Symbol;Acc:MGI:1913742]
ENSMUSG00000001424	0.0109152274278264	9.76520313484145	0.133538239234566	0.714926555860391	0.817871141145872	Snd1	staphylococcal nuclease and tudor domain containing 1 [Source:MGI Symbol;Acc:MGI:1929266]
ENSMUSG00000001467	0.131485002139808	9.25899802841124	19.4650748707468	1.22485144180213e-05	4.99771912976717e-05	Cyp51	cytochrome P450, family 51 [Source:MGI Symbol;Acc:MGI:106040]
ENSMUSG00000001473	-0.73162658013549	8.32048108381336	535.160325500034	4.74399365356212e-84	5.43629510029381e-82	Tubb6	tubulin, beta 6 class V [Source:MGI Symbol;Acc:MGI:1915201]
ENSMUSG00000001517	-0.237396020779605	8.54071205299709	59.4396531255106	5.62629530885738e-14	4.87684392092112e-13	Foxm1	forkhead box M1 [Source:MGI Symbol;Acc:MGI:1347487]
ENSMUSG00000001518	0.00290809801116071	6.40284277147805	0.00406292106697266	0.949198713885981	0.963738174588244	Itfg2	integrin alpha FG-GAP repeat containing 2 [Source:MGI Symbol;Acc:MGI:1915450]
ENSMUSG00000001520	0.147284735869599	1.25638745602253	0.543127001132187	0.461442186544973	0.60344499482216	Nrip2	nuclear receptor interacting protein 2 [Source:MGI Symbol;Acc:MGI:1891884]
ENSMUSG00000001521	-0.493450531775334	8.52474640994704	254.370496834229	1.22745190532294e-47	4.96934271370562e-46	Tulp3	tubby-like protein 3 [Source:MGI Symbol;Acc:MGI:1329045]
ENSMUSG00000001566	1.32031474300529	0.861202012212898	31.037257669454	3.90259122966662e-08	2.12785639546581e-07	Mnx1	motor neuron and pancreas homeobox 1 [Source:MGI Symbol;Acc:MGI:109160]
ENSMUSG00000001569	-0.23141729484333	7.65257336022306	45.2681472090082	4.18273805189754e-11	2.93965612982113e-10	Nom1	nucleolar protein with MIF4G domain 1 [Source:MGI Symbol;Acc:MGI:1861749]
ENSMUSG00000001622	-0.130706644634173	-1.08266984228972	0.0627693134960949	0.802261349945886	0.883109094220039	Csn3	casein kappa [Source:MGI Symbol;Acc:MGI:107461]
ENSMUSG00000001630	0.273113440311497	7.03286341982556	49.3745918806966	6.04320973567744e-12	4.49979526684088e-11	Stk38l	serine/threonine kinase 38 like [Source:MGI Symbol;Acc:MGI:1922250]
ENSMUSG00000001632	-0.062559508730703	7.90866151552088	3.61837473745362	0.0576472474335662	0.125201747477784	Brpf1	bromodomain and PHD finger containing, 1 [Source:MGI Symbol;Acc:MGI:1926033]
ENSMUSG00000001642	-0.341514854135668	7.42083593018935	89.6394298119784	7.43727418800957e-20	9.61441888817069e-19	Akr1b3	aldo-keto reductase family 1, member B3 (aldose reductase) [Source:MGI Symbol;Acc:MGI:1353494]
ENSMUSG00000001674	-0.161867288364781	8.13014455825371	25.9381804236243	4.79507787627821e-07	2.32731669214049e-06	Ddx18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 [Source:MGI Symbol;Acc:MGI:1914192]
ENSMUSG00000001687	0.101148471436028	8.00317468742143	9.74393453060618	0.00189007548152337	0.00576921008152574	Ubl3	ubiquitin-like 3 [Source:MGI Symbol;Acc:MGI:1344373]
ENSMUSG00000001700	0.205992333472086	6.70632333770503	24.0051776619184	1.25298061219195e-06	5.81427722651321e-06	Gramd3	GRAM domain containing 3 [Source:MGI Symbol;Acc:MGI:1914815]
ENSMUSG00000001739	0.149603403879987	0.903267234543394	0.43656966230183	0.509049108789877	0.644871842707206	Cldn15	claudin 15 [Source:MGI Symbol;Acc:MGI:1913103]
ENSMUSG00000001741	0.465588208884651	-0.0966571323103511	1.93880563179344	0.164339929067777	0.295584533234169	Il16	interleukin 16 [Source:MGI Symbol;Acc:MGI:1270855]
ENSMUSG00000001750	0.440688787123371	3.51562321192278	21.6868145248518	3.99593017024184e-06	1.74977227208582e-05	Tcirg1	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3 [Source:MGI Symbol;Acc:MGI:1350931]
ENSMUSG00000001761	-0.0804249596421471	9.08972478910198	7.23027035544333	0.00737771773743746	0.0201132054930704	Smo	smoothened, frizzled class receptor [Source:MGI Symbol;Acc:MGI:108075]
ENSMUSG00000001763	-0.287913289029952	4.16377643965759	13.0066631048986	0.000337551821203928	0.00116141875987774	Tspan33	tetraspanin 33 [Source:MGI Symbol;Acc:MGI:1919012]
ENSMUSG00000001773	2.06799604462781	-1.26290219606967	11.2936007019398	0.000829664953337984	0.00267494742466291	Folh1	folate hydrolase 1 [Source:MGI Symbol;Acc:MGI:1858193]
ENSMUSG00000001794	0.0622163469750606	9.35862993233212	4.33971340594487	0.0376771966469888	0.086556414043592	Capns1	calpain, small subunit 1 [Source:MGI Symbol;Acc:MGI:88266]
ENSMUSG00000001802	0.230149536383355	7.93449618145502	49.2628707943501	6.36846229078026e-12	4.73155753274344e-11	Lrp3	low density lipoprotein receptor-related protein 3 [Source:MGI Symbol;Acc:MGI:3584516]
ENSMUSG00000001804	2.76892733064466	-2.94767110264982	2.00081935940057	0.157760826931152	0.286684531321322	Dsg4	desmoglein 4 [Source:MGI Symbol;Acc:MGI:2661061]
ENSMUSG00000001827	1.06498166938243	-1.89696930055585	1.74902807267316	0.186528089215459	0.327133352015647	Folr1	folate receptor 1 (adult) [Source:MGI Symbol;Acc:MGI:95568]
ENSMUSG00000001829	-0.130427720293263	7.38908285796885	13.0645234188325	0.000327509852203871	0.00112974189323999	Clpb	ClpB caseinolytic peptidase B [Source:MGI Symbol;Acc:MGI:1100517]
ENSMUSG00000001844	-0.274476479385717	6.71019132604221	42.0140529789942	1.96028486303425e-10	1.30704989733477e-09	Zdhhc4	zinc finger, DHHC domain containing 4 [Source:MGI Symbol;Acc:MGI:1920131]
ENSMUSG00000001847	0.0583986758442648	10.4088309338334	3.75080045893571	0.0532749254092638	0.116718007353219	Rac1	RAS-related C3 botulinum substrate 1 [Source:MGI Symbol;Acc:MGI:97845]
ENSMUSG00000001918	-0.146711263599416	5.32317678161405	6.21776041808576	0.0129292352083796	0.0333007844738493	Slc1a5	solute carrier family 1 (neutral amino acid transporter), member 5 [Source:MGI Symbol;Acc:MGI:105305]
ENSMUSG00000001930	0.0997552908996115	1.36900840603511	0.272070190807154	0.602148567757649	0.727376535038318	Vwf	Von Willebrand factor [Source:MGI Symbol;Acc:MGI:98941]
ENSMUSG00000001988	0.0216811905464996	-0.451414249926186	0.00309900507053097	0.955625188918321	0.968517748804792	Npas1	neuronal PAS domain protein 1 [Source:MGI Symbol;Acc:MGI:109205]
ENSMUSG00000002043	-0.0359302245348003	5.93767561156498	0.494505310966631	0.48221088142314	0.621315510750466	Trappc6a	trafficking protein particle complex 6A [Source:MGI Symbol;Acc:MGI:1914341]
ENSMUSG00000002068	-0.171884807117135	7.97992827704839	27.9545995417792	1.77075199793545e-07	9.06973807427393e-07	Ccne1	cyclin E1 [Source:MGI Symbol;Acc:MGI:88316]
ENSMUSG00000002083	0.390404258827534	7.16822590823408	103.965768172269	1.52824190717386e-22	2.34828262145511e-21	Bbc3	BCL2 binding component 3 [Source:MGI Symbol;Acc:MGI:2181667]
ENSMUSG00000002204	-0.395194730328611	-1.84815853194653	0.253680388802582	0.614689576022233	0.734650207439689	Napsa	napsin A aspartic peptidase [Source:MGI Symbol;Acc:MGI:109365]
ENSMUSG00000002205	-0.126847361533818	7.12593328141237	11.1108792940495	0.000913769829009581	0.00291965870223714	Vrk3	vaccinia related kinase 3 [Source:MGI Symbol;Acc:MGI:2182465]
ENSMUSG00000002210	-0.11383786311444	6.64335818037037	7.09040874740907	0.00796816090813735	0.0214632413943891	Smg9	smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:MGI Symbol;Acc:MGI:1919247]
ENSMUSG00000002221	0.00765914069141636	7.94653845865774	0.0544951391175551	0.815501861055915	0.890872205945879	Paxip1	PAX interacting (with transcription-activation domain) protein 1 [Source:MGI Symbol;Acc:MGI:1890430]
ENSMUSG00000002222	0.10832481774853	8.81988241324262	12.8180029213979	0.000372511206096158	0.00127400033190889	Rmnd5a	required for meiotic nuclear division 5 homolog A [Source:MGI Symbol;Acc:MGI:1915727]
ENSMUSG00000002265	0.571929692952336	10.4031679876011	350.576028354317	2.34660142129638e-61	1.42931281165629e-59	Peg3	paternally expressed 3 [Source:MGI Symbol;Acc:MGI:104748]
ENSMUSG00000002266	-0.915398210764876	1.5332074331541	24.0263809657887	1.23981020372319e-06	5.75711317814043e-06	Zim1	zinc finger, imprinted 1 [Source:MGI Symbol;Acc:MGI:1341879]
ENSMUSG00000002290	0.309424905356092	3.55421133110885	10.8777545517878	0.00103376603303503	0.00327674268605245	NA	NA
ENSMUSG00000002297	-0.154495649347103	8.04023633655505	22.8522302754388	2.22817220437766e-06	1.00297418600515e-05	Dbf4	DBF4 zinc finger [Source:MGI Symbol;Acc:MGI:1351328]
ENSMUSG00000002409	0.190002683211234	6.94393718462133	22.8248768580675	2.25887056321761e-06	1.01611602647467e-05	Dyrk1b	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b [Source:MGI Symbol;Acc:MGI:1330302]
ENSMUSG00000002413	-0.325284995673396	7.80829931702886	93.2738110894294	1.52704169255732e-20	2.03635678173176e-19	Braf	Braf transforming gene [Source:MGI Symbol;Acc:MGI:88190]
ENSMUSG00000002416	-0.111105109622723	6.49187244973355	6.07550728411427	0.0139999417728488	0.0357628792014089	Ndufb2	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2 [Source:MGI Symbol;Acc:MGI:1915448]
ENSMUSG00000002459	0.545304513892379	6.5218088985448	151.783322438885	4.26877909741365e-31	9.75041063432895e-30	Rgs20	regulator of G-protein signaling 20 [Source:MGI Symbol;Acc:MGI:1929866]
ENSMUSG00000002475	0.796419833120546	2.42208344456168	36.7885592387974	2.39608220799321e-09	1.44255670598772e-08	Abhd3	abhydrolase domain containing 3 [Source:MGI Symbol;Acc:MGI:2147183]
ENSMUSG00000002477	-0.128716903853776	8.17344103219009	16.4117529908897	5.8015819659312e-05	0.000219253748863392	Snrpd1	small nuclear ribonucleoprotein D1 [Source:MGI Symbol;Acc:MGI:98344]
ENSMUSG00000002486	0.0839190365790141	6.45435821551385	3.48503524650096	0.0624379944982061	0.133971209394596	Tchp	trichoplein, keratin filament binding [Source:MGI Symbol;Acc:MGI:1925082]
ENSMUSG00000002588	-0.598955444079307	-2.84816976689353	0.125341830601458	0.723442155312808	0.820585188006131	Pon1	paraoxonase 1 [Source:MGI Symbol;Acc:MGI:103295]
ENSMUSG00000002602	-0.494591999355792	5.30791781223614	68.5654392096976	8.73330101513413e-16	8.54498526241995e-15	Axl	AXL receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:1347244]
ENSMUSG00000002603	0.61905490315216	1.78109020807747	14.4280359003983	0.000161218503022879	0.000577941834007256	Tgfb1	transforming growth factor, beta 1 [Source:MGI Symbol;Acc:MGI:98725]
ENSMUSG00000002608	-0.22652889697115	7.62958334680627	42.9898429900481	1.23216746428607e-10	8.30576692526231e-10	Ccdc97	coiled-coil domain containing 97 [Source:MGI Symbol;Acc:MGI:1196455]
ENSMUSG00000002633	0.369281755129546	0.611309310145468	2.12378761288685	0.145576874412165	0.272116463339963	Shh	sonic hedgehog [Source:MGI Symbol;Acc:MGI:98297]
ENSMUSG00000002635	-0.409105109891345	5.890327352988	62.5769180502718	1.33335038478357e-14	1.21003784584184e-13	Pdcd2l	programmed cell death 2-like [Source:MGI Symbol;Acc:MGI:1915329]
ENSMUSG00000002748	-0.164025761911193	10.0221185956603	29.8151926673326	7.09725419558553e-08	3.77830989105148e-07	Baz1b	bromodomain adjacent to zinc finger domain, 1B [Source:MGI Symbol;Acc:MGI:1353499]
ENSMUSG00000002771	0.55966717394333	1.75784775636639	11.6414559255035	0.000690598506228049	0.00225889525912329	Grin2d	glutamate receptor, ionotropic, NMDA2D (epsilon 4) [Source:MGI Symbol;Acc:MGI:95823]
ENSMUSG00000002778	0.186332502381042	8.52963878542449	36.8124975926942	2.36860256208491e-09	1.42728359378396e-08	Kdelr1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1 [Source:MGI Symbol;Acc:MGI:1915387]
ENSMUSG00000002781	-0.113824857347193	5.55575411335129	4.2118660379995	0.0405972147512222	0.092168491918406	Tmem143	transmembrane protein 143 [Source:MGI Symbol;Acc:MGI:1917459]
ENSMUSG00000002797	0.0210187593607019	4.50300889257545	0.08540919219503	0.770202712869616	0.856329640143311	Ggct	gamma-glutamyl cyclotransferase [Source:MGI Symbol;Acc:MGI:95700]
ENSMUSG00000002870	-0.272787782982905	9.35295082022233	83.4738729512677	1.11485048679738e-18	1.33881068228012e-17	Mcm2	minichromosome maintenance complex component 2 [Source:MGI Symbol;Acc:MGI:105380]
ENSMUSG00000002871	-0.191960619005182	5.64312905060178	12.3537897929691	0.000474969586667537	0.00160083219115614	Tpra1	transmembrane protein, adipocyte asscociated 1 [Source:MGI Symbol;Acc:MGI:1345190]
ENSMUSG00000002881	-0.306985335738257	7.8534401790389	83.8159849156687	9.58650003789733e-19	1.16363243727511e-17	Nab1	Ngfi-A binding protein 1 [Source:MGI Symbol;Acc:MGI:107564]
ENSMUSG00000002897	0.542453393142316	5.46289905409215	91.6525277249415	3.090789689555e-20	4.06553095157224e-19	Il17ra	interleukin 17 receptor A [Source:MGI Symbol;Acc:MGI:107399]
ENSMUSG00000002930	2.53731777837563	0.0791263397821476	51.1578083011178	2.62154062140645e-12	2.01411774333285e-11	Ppp1r17	protein phosphatase 1, regulatory subunit 17 [Source:MGI Symbol;Acc:MGI:1333876]
ENSMUSG00000002944	1.99958463845647	5.62898779416864	1173.28531399379	1.29649110950296e-140	6.2611259938211e-138	Cd36	CD36 antigen [Source:MGI Symbol;Acc:MGI:107899]
ENSMUSG00000002957	0.115835463440856	8.58539576098672	14.3284842161364	0.000169749647757449	0.00060659480364065	Ap2a2	adaptor-related protein complex 2, alpha 2 subunit [Source:MGI Symbol;Acc:MGI:101920]
ENSMUSG00000002963	-0.159332606920812	6.86074200933935	15.3388877902872	0.00010070772333935	0.000369644363462184	Pnkp	polynucleotide kinase 3'- phosphatase [Source:MGI Symbol;Acc:MGI:1891698]
ENSMUSG00000002968	0.0939584549891397	8.3631007001631	8.99025021721568	0.00283231456908183	0.00839880649191326	Med25	mediator complex subunit 25 [Source:MGI Symbol;Acc:MGI:1922863]
ENSMUSG00000002980	-0.901407736088234	3.82634337531677	102.185595855634	3.27175172903535e-22	4.91562520889066e-21	Bcam	basal cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1929940]
ENSMUSG00000002981	-0.13056219148408	9.13938496827074	19.1351970505126	1.44762051561471e-05	5.85018667428038e-05	Clptm1	cleft lip and palate associated transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1927155]
ENSMUSG00000002983	0.0847948620642083	4.63668439562749	1.49779863942217	0.221514830731123	0.369245998662012	Relb	avian reticuloendotheliosis viral (v-rel) oncogene related B [Source:MGI Symbol;Acc:MGI:103289]
ENSMUSG00000002984	-0.152565962449547	8.4522703679065	24.3436860612852	1.05855977478497e-06	4.93921507061503e-06	Tomm40	translocase of outer mitochondrial membrane 40 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1858259]
ENSMUSG00000002985	2.07599067446499	7.69096341055467	3219.30225497848	6.11915168766135e-237	1.37905281867595e-233	Apoe	apolipoprotein E [Source:MGI Symbol;Acc:MGI:88057]
ENSMUSG00000003031	0.022714897405554	8.08505184830562	0.50418964581036	0.477954687897896	0.618814945399785	Cdkn1b	cyclin-dependent kinase inhibitor 1B [Source:MGI Symbol;Acc:MGI:104565]
ENSMUSG00000003051	-0.906563705195924	-2.29566493847428	0.722017089468619	0.395838968200655	0.535360524905906	Elf3	E74-like factor 3 [Source:MGI Symbol;Acc:MGI:1101781]
ENSMUSG00000003099	-0.113036699803511	8.69925624449652	13.7868358359072	0.000224836254439298	0.000791315937670013	Ppp5c	protein phosphatase 5, catalytic subunit [Source:MGI Symbol;Acc:MGI:102666]
ENSMUSG00000003123	0.102663108958799	4.97563834060124	2.59935298293678	0.107459551121047	0.211570770276471	Lipe	lipase, hormone sensitive [Source:MGI Symbol;Acc:MGI:96790]
ENSMUSG00000003134	0.392909177330326	6.94110746815138	97.571469946601	2.37678574861387e-21	3.34084167284374e-20	Tbc1d8	TBC1 domain family, member 8 [Source:MGI Symbol;Acc:MGI:1927225]
ENSMUSG00000003135	-0.129877142825754	7.60781342087856	14.0324591799144	0.000197911497561603	0.000701667349246983	Cnot11	CCR4-NOT transcription complex, subunit 11 [Source:MGI Symbol;Acc:MGI:106580]
ENSMUSG00000003153	-0.00438547808727923	4.90451460990806	0.00426971798932673	0.947923699533644	0.963166836872102	Slc2a3	solute carrier family 2 (facilitated glucose transporter), member 3 [Source:MGI Symbol;Acc:MGI:95757]
ENSMUSG00000003154	-0.464182917850764	6.65515789891352	117.011980230466	6.15409218120105e-25	1.04019543092751e-23	Foxj2	forkhead box J2 [Source:MGI Symbol;Acc:MGI:1926805]
